@RELATION LeagueofLegends

@ATTRIBUTE gamelength numeric
@ATTRIBUTE gold numeric
@ATTRIBUTE kills numeric
@ATTRIBUTE inhibitors numeric
@ATTRIBUTE towers numeric
@ATTRIBUTE dragons numeric
@ATTRIBUTE barons numeric
@ATTRIBUTE heralds numeric
@ATTRIBUTE class {'yes','no'}
@data
29,42195,2,5,1,1,0,1,no
29,51270,13,9,2,3,1,0,yes
48,79843,10,10,2,5,2,0,yes
48,76620,2,6,0,1,1,1,no
43,69923,13,4,0,2,0,0,no
43,77170,23,8,2,1,1,0,yes
39,73969,14,9,1,3,2,1,yes
39,60864,7,4,0,1,0,0,no
43,65450,5,2,0,1,0,0,no
43,86179,24,10,2,4,2,1,yes
32,61303,17,11,2,3,1,1,yes
32,46498,5,0,0,0,0,0,no
33,50264,10,1,0,1,0,0,no
33,60999,18,9,1,2,1,0,yes
34,64686,16,11,3,2,1,1,yes
34,54649,9,3,0,1,0,0,no
27,42222,4,3,0,0,0,0,no
27,51478,10,9,1,2,1,1,yes
43,79114,29,10,2,3,2,0,yes
43,72035,13,4,0,2,0,1,no
35,68955,18,11,3,2,1,0,yes
35,53735,9,3,0,1,0,1,no
35,53570,12,1,0,1,0,0,no
35,68326,17,11,2,1,1,1,yes
36,58196,4,4,0,0,0,1,no
36,61138,11,8,1,5,1,0,yes
36,58936,6,4,0,2,0,0,no
36,72078,20,11,3,2,2,1,yes
30,44322,3,2,0,1,0,0,no
30,56536,13,10,1,3,2,1,yes
28,52465,10,9,2,2,1,1,yes
28,39574,1,0,0,1,0,0,no
27,53253,23,8,1,2,1,1,yes
27,36588,3,1,0,1,0,0,no
32,51580,7,5,1,0,1,0,no
32,57267,16,8,1,3,0,1,yes
32,45622,0,2,0,0,0,1,no
32,59831,11,11,3,3,1,0,yes
58,99818,16,6,1,2,1,0,no
58,104220,18,11,5,3,3,0,yes
30,45366,1,4,0,0,1,0,no
30,54280,23,10,1,3,0,0,yes
27,53968,15,10,2,3,1,1,yes
27,39822,2,3,0,0,0,0,no
27,52046,23,9,2,0,1,1,yes
27,39821,8,1,0,2,0,0,no
44,73764,19,7,1,3,0,0,yes
44,72187,11,3,0,1,1,0,no
44,72201,12,5,0,1,0,0,no
44,80755,15,11,5,4,2,1,yes
41,75664,13,10,2,3,2,1,yes
41,64098,13,3,0,2,0,0,no
49,82483,16,7,1,2,2,1,yes
49,75329,10,6,0,3,0,0,no
33,47836,2,3,0,1,0,0,no
33,55879,7,9,2,2,1,1,yes
34,62545,14,9,1,3,1,0,yes
34,49488,5,2,0,1,0,0,no
30,44901,4,2,0,0,0,0,no
30,57113,22,8,1,3,2,1,yes
41,76706,18,9,1,3,1,1,yes
41,67423,8,4,0,2,1,0,no
28,44486,9,5,0,0,0,0,no
28,50750,12,9,1,3,1,1,yes
35,54087,6,2,0,0,0,0,no
35,64509,15,11,3,2,1,0,yes
42,75797,21,7,1,3,1,0,yes
42,67234,10,3,0,1,0,1,no
31,45904,3,3,0,0,0,0,no
31,56524,13,10,1,4,1,1,yes
27,40424,6,3,0,1,0,0,no
27,54072,20,11,2,2,1,0,yes
38,57182,9,2,0,1,1,0,no
38,64609,17,8,2,5,0,0,yes
29,52831,14,11,3,4,1,1,yes
29,44735,5,4,0,0,0,0,no
27,38775,4,3,0,2,0,0,no
27,52142,16,10,2,1,1,1,yes
43,73739,13,9,2,3,1,0,yes
43,72032,8,7,1,3,1,0,no
55,99724,23,10,2,3,1,0,no
55,98642,22,10,3,4,2,1,yes
37,68745,19,11,4,3,1,1,yes
37,59120,6,4,1,0,0,0,no
33,54195,6,6,1,3,0,0,yes
33,53268,6,3,0,0,1,1,no
28,49073,12,8,1,2,0,1,yes
28,41519,7,1,0,1,0,0,no
36,55174,9,3,1,1,0,0,no
36,65057,16,10,1,3,1,1,yes
29,59701,19,11,3,3,1,1,yes
29,41797,4,2,0,0,0,0,no
30,48233,5,5,1,0,0,1,no
30,53796,9,9,1,3,0,0,yes
39,73776,15,9,1,4,2,0,yes
39,67919,12,7,0,0,0,1,no
25,42692,11,7,1,3,1,1,yes
25,37041,4,2,0,0,0,0,no
29,40409,3,2,0,1,0,0,no
29,48685,7,10,2,2,1,1,yes
41,67308,12,6,0,2,1,0,no
41,76520,15,9,1,2,1,1,yes
37,60609,8,4,0,0,0,0,no
37,68755,17,10,2,5,2,1,yes
30,42129,2,2,0,0,0,1,no
30,57864,17,10,2,4,1,0,yes
40,61869,5,4,0,0,0,0,no
40,79226,20,10,1,5,2,0,yes
60,105700,17,9,2,3,2,0,no
60,110116,22,10,2,4,1,1,yes
37,56336,7,3,0,2,0,1,no
37,69422,20,9,1,2,1,0,yes
44,82647,22,11,4,2,0,1,yes
44,83312,18,6,0,3,2,0,no
35,65713,18,10,3,4,2,1,yes
35,54948,10,3,0,1,0,0,no
32,48618,10,3,0,1,0,0,no
32,60385,20,10,2,2,1,0,yes
35,64231,15,10,2,1,1,0,yes
35,56688,7,4,0,3,0,1,no
27,50770,11,10,2,2,1,1,yes
27,38308,3,3,0,1,0,0,no
32,47546,9,2,0,0,0,0,no
32,64901,26,10,2,4,1,1,yes
37,57100,11,3,0,1,0,0,no
37,65796,18,8,2,3,1,1,yes
33,63372,13,10,2,1,1,1,yes
33,50350,0,2,0,2,0,0,no
39,62761,7,6,0,3,0,1,no
39,69435,15,10,2,1,1,0,yes
24,45303,15,9,1,2,0,1,yes
24,34466,3,1,0,0,0,0,no
28,38228,4,0,0,0,0,0,no
28,58556,20,9,1,3,1,0,yes
27,51284,8,10,1,3,1,0,yes
27,38656,2,2,0,0,0,0,no
36,55269,5,5,0,0,0,0,no
36,64800,15,9,2,4,1,1,yes
30,43485,2,2,0,1,0,0,no
30,54297,11,10,2,3,1,1,yes
38,63717,8,9,1,3,0,1,yes
38,62178,8,6,0,1,1,0,no
47,77225,12,5,0,2,1,0,no
47,76854,15,11,4,4,1,1,yes
32,50054,6,4,0,1,0,0,no
32,58699,8,11,3,2,2,1,yes
37,61888,11,10,1,4,1,0,yes
37,59111,9,4,0,0,0,1,no
44,79381,11,9,1,2,1,1,yes
44,74015,8,5,0,3,1,0,no
55,89862,18,7,1,0,0,0,yes
55,95462,17,9,3,5,4,1,no
41,72515,17,9,1,3,2,1,yes
41,62163,8,4,0,2,0,0,no
36,55386,3,4,0,0,0,1,no
36,65946,11,11,4,5,1,0,yes
31,58160,13,11,4,2,2,0,yes
31,46017,4,2,0,1,0,0,no
36,67894,14,11,3,3,1,1,yes
36,55189,5,4,0,0,0,0,no
42,63166,6,3,0,0,0,0,no
42,78714,14,11,3,5,2,1,yes
45,79940,10,10,4,3,2,1,yes
45,69209,1,4,0,2,0,0,no
36,57694,13,7,2,4,0,1,yes
36,57278,9,5,0,0,1,0,no
34,49547,4,1,0,0,0,0,no
34,64330,19,11,2,3,1,0,yes
43,75446,19,11,5,1,0,1,yes
43,73939,15,5,1,3,2,0,no
41,72207,9,11,4,5,1,1,yes
41,65584,8,2,0,0,1,0,no
41,64965,11,3,0,3,0,0,no
41,75432,10,10,4,1,2,1,yes
25,37537,2,3,0,1,0,1,no
25,47573,16,10,2,2,1,0,yes
26,46842,11,10,1,3,1,0,yes
26,37712,3,2,0,0,0,1,no
28,50995,12,7,1,3,1,1,yes
28,41249,4,3,0,0,0,0,no
28,42710,5,3,0,0,0,0,no
28,51229,9,11,3,2,0,1,yes
28,41075,2,3,0,1,0,0,no
28,53219,16,10,2,1,1,0,yes
33,59713,18,10,2,1,1,0,yes
33,50670,5,4,0,1,0,0,no
35,64423,15,11,4,3,1,0,yes
35,55374,8,2,0,1,0,1,no
39,68066,16,8,1,0,1,0,yes
39,67739,11,4,0,4,0,0,no
28,41373,3,3,0,1,0,0,no
28,49584,12,11,4,2,1,1,yes
31,47877,6,3,0,0,0,1,no
31,58222,15,9,1,3,1,0,yes
25,46060,18,8,1,2,0,1,yes
25,34764,4,2,0,0,0,0,no
42,74656,17,10,2,2,0,0,yes
42,73195,16,5,0,2,1,0,no
31,48693,7,3,0,1,0,1,no
31,55750,22,9,2,3,0,0,yes
42,66865,6,5,1,1,0,0,no
42,74985,14,11,4,3,2,1,yes
41,65254,11,8,1,2,0,0,yes
41,64210,12,6,1,1,0,1,no
30,53710,10,11,4,2,1,1,yes
30,46843,5,5,1,1,0,0,no
33,51958,6,2,0,0,1,0,no
33,62620,23,9,2,4,0,1,yes
31,61380,15,10,2,3,1,1,yes
31,48959,10,3,0,0,0,0,no
40,60709,6,3,0,2,0,0,no
40,70503,13,9,1,2,1,1,yes
31,50524,13,4,0,0,0,0,no
31,60839,16,11,3,3,1,1,yes
32,59874,24,8,1,1,1,0,yes
32,52718,19,2,0,0,0,0,no
48,79850,12,7,1,2,0,0,no
48,86924,13,9,1,3,3,1,yes
38,69480,14,11,3,4,2,1,yes
38,64056,8,4,0,0,1,0,no
34,51802,9,1,0,0,0,0,no
34,68956,23,11,3,3,1,0,yes
33,53512,3,5,0,0,0,0,no
33,58361,15,8,1,4,1,0,yes
35,55026,15,3,0,0,0,0,no
35,69601,26,10,2,4,1,1,yes
32,45952,5,0,0,2,0,0,no
32,60010,12,11,3,1,1,1,yes
39,72826,20,9,1,3,1,0,yes
39,60674,11,3,0,2,1,1,no
41,64802,11,5,1,1,0,0,no
41,77920,22,9,1,2,2,0,yes
28,41908,5,4,0,0,0,0,no
28,51114,14,10,2,3,1,1,yes
25,49900,19,9,1,2,1,1,yes
25,36395,7,2,0,0,0,0,no
37,58475,5,4,0,1,0,0,no
37,65383,2,11,4,3,1,1,yes
38,62088,7,4,0,1,0,1,no
38,70519,17,11,5,4,2,0,yes
36,63266,9,9,1,2,1,0,yes
36,56716,2,6,0,2,0,1,no
42,71832,12,8,1,0,1,1,no
42,71782,15,8,1,4,1,0,yes
48,85693,16,11,4,6,1,0,yes
48,79743,10,7,2,0,1,1,no
33,46600,2,2,0,0,0,1,no
33,57335,7,11,3,4,1,0,yes
46,85391,26,9,1,2,2,0,yes
46,76790,21,7,1,3,0,1,no
28,56478,21,9,1,2,1,0,yes
28,42323,6,3,0,1,0,1,no
36,63121,10,11,3,2,1,1,yes
36,54530,1,3,0,2,0,0,no
32,58409,20,10,2,1,1,0,yes
32,49730,8,4,0,2,0,0,no
36,64890,10,9,1,0,1,0,no
36,66195,22,8,1,3,0,1,yes
32,62083,24,10,2,1,1,0,yes
32,50096,19,2,0,0,0,0,no
40,78706,15,11,2,4,1,0,yes
40,61264,3,3,0,0,0,1,no
40,75719,24,10,3,1,2,0,yes
40,64712,11,5,0,2,0,0,no
32,56429,10,11,3,4,1,0,yes
32,48793,5,4,0,0,0,1,no
38,58869,10,4,0,2,0,0,no
38,65269,13,7,1,2,1,1,yes
29,54251,18,10,2,2,0,0,yes
29,46081,3,4,0,1,1,1,no
38,59633,7,4,0,0,0,0,no
38,71618,10,11,1,4,2,0,yes
62,111300,24,7,2,5,4,1,no
62,100667,22,8,1,2,0,0,yes
31,55201,15,9,2,3,1,0,yes
31,47156,5,3,0,1,0,1,no
28,41917,1,3,0,0,0,0,no
28,53305,12,10,2,3,1,0,yes
30,43957,2,1,0,1,0,0,no
30,57003,13,10,2,1,1,0,yes
34,52148,4,5,0,2,0,0,no
34,55164,10,9,2,1,1,1,yes
30,42057,4,1,0,0,0,0,no
30,57528,11,11,3,2,1,0,yes
40,74987,17,10,2,3,0,0,yes
40,61766,10,3,0,1,0,1,no
26,51181,18,11,2,1,1,1,yes
26,37747,2,2,0,1,0,0,no
41,68768,12,6,0,3,0,0,no
41,67375,12,8,1,1,1,0,yes
38,62246,11,5,0,0,0,0,no
38,69112,18,7,1,5,1,0,yes
34,63396,19,9,3,2,1,0,yes
34,53410,12,1,0,1,0,0,no
28,51967,16,9,1,1,0,1,yes
28,42965,6,2,0,2,0,0,no
21,32864,10,2,0,0,0,0,no
21,46838,28,11,3,1,0,1,yes
46,75328,9,5,0,3,0,0,no
46,79060,10,11,4,3,2,0,yes
35,53998,5,2,0,0,0,0,no
35,64366,18,9,1,4,1,1,yes
27,47833,12,8,1,2,0,1,yes
27,42547,5,3,0,1,0,0,no
34,68644,18,11,3,2,0,1,yes
34,54975,10,2,0,1,1,0,no
35,50929,11,0,0,1,0,0,no
35,69403,20,11,3,2,1,1,yes
57,95913,16,10,3,3,1,0,yes
57,101816,14,9,2,4,2,1,no
36,63925,16,11,4,3,0,0,yes
36,54350,4,5,1,2,1,1,no
37,58727,9,6,0,3,1,0,no
37,65018,15,9,1,2,0,1,yes
36,54457,9,3,0,1,0,0,no
36,67923,21,10,2,3,1,1,yes
32,48625,5,3,0,1,0,0,no
32,56991,16,8,1,2,1,0,yes
41,65496,11,7,1,0,0,0,yes
41,75018,17,6,0,4,2,0,no
26,45171,7,10,2,4,1,1,yes
26,38173,1,2,0,0,0,0,no
28,55187,27,9,1,2,1,1,yes
28,46864,14,3,0,1,0,0,no
31,51348,11,3,0,2,0,0,no
31,62227,21,9,1,2,2,1,yes
29,44951,5,3,0,1,0,0,no
29,53334,16,8,1,2,0,0,yes
28,51245,17,10,2,2,1,1,yes
28,40559,5,2,0,0,0,0,no
43,76935,15,11,2,2,1,0,yes
43,66874,5,3,0,3,0,0,no
29,40947,5,2,0,1,0,1,no
29,54175,23,8,1,2,1,0,yes
43,72380,8,8,2,3,1,0,no
43,77644,21,8,1,3,2,1,yes
35,61187,12,9,1,3,1,1,yes
35,49773,1,2,0,1,0,0,no
34,60362,15,7,0,1,1,0,no
34,63981,24,8,1,3,1,0,yes
22,42387,12,11,3,2,0,1,yes
22,30025,4,2,0,0,0,0,no
28,55194,14,9,1,3,1,1,yes
28,40244,2,0,0,0,0,0,no
30,44458,7,2,0,0,0,0,no
30,57934,14,11,4,3,1,1,yes
37,57886,9,4,0,3,0,1,no
37,67151,14,10,4,2,3,0,yes
28,51878,21,10,2,2,1,0,yes
28,41833,8,2,0,1,0,1,no
39,66273,8,5,0,1,2,0,no
39,67165,18,8,1,4,0,0,yes
34,62687,25,7,1,4,0,0,yes
34,55299,13,2,0,0,0,0,no
55,96520,13,9,4,3,0,0,no
55,95540,14,8,1,2,2,0,yes
39,59000,6,2,0,1,0,0,no
39,73104,26,10,2,3,1,0,yes
48,86876,12,11,3,2,1,0,yes
48,83950,19,4,0,4,0,0,no
28,50421,14,9,1,3,1,0,yes
28,41199,5,2,0,0,0,0,no
36,63523,18,9,1,0,1,0,yes
36,57419,7,6,1,4,0,1,no
44,74961,14,11,3,5,1,0,yes
44,68200,15,4,0,0,0,0,no
43,73332,16,9,2,2,1,1,yes
43,65669,3,4,0,3,1,0,no
36,53453,5,3,0,2,0,0,no
36,67258,20,11,3,2,1,0,yes
28,51313,12,9,1,3,0,1,yes
28,41673,8,2,0,0,0,0,no
27,53875,26,11,2,2,1,0,yes
27,40865,8,1,0,0,0,0,no
30,59101,23,10,2,3,1,0,yes
30,47785,10,4,0,0,0,1,no
31,42137,1,0,0,0,0,0,no
31,58206,18,11,3,3,1,1,yes
36,62620,17,8,1,3,1,0,yes
36,54678,13,5,0,1,0,0,no
36,61483,13,10,3,2,1,1,yes
36,60121,5,6,1,2,1,0,no
33,60993,18,10,2,2,1,0,yes
33,52884,8,3,0,1,0,0,no
38,73004,25,10,2,2,1,0,yes
38,58547,13,3,0,1,0,0,no
39,72322,16,10,2,3,1,1,yes
39,60885,8,2,0,2,0,0,no
26,49257,15,10,3,2,0,1,yes
26,37987,2,2,0,0,0,0,no
26,35751,1,2,0,0,0,0,no
26,53046,14,10,2,3,1,1,yes
52,95796,21,10,3,2,3,0,yes
52,90967,25,7,1,3,0,1,no
37,66765,16,11,4,5,1,0,yes
37,57112,5,3,0,0,1,0,no
41,65844,13,4,0,2,0,0,no
41,81121,27,10,2,3,1,1,yes
34,60992,18,9,1,3,0,0,yes
34,52839,2,5,1,1,1,1,no
31,51352,12,3,0,3,0,0,no
31,59760,21,9,1,0,1,1,yes
26,53475,18,8,1,2,1,0,yes
26,40201,5,3,0,0,0,2,no
35,68712,21,10,3,3,2,2,yes
35,55441,10,2,0,1,0,0,no
31,45496,4,2,0,0,0,0,no
31,57420,23,9,1,3,1,1,yes
30,57135,23,10,3,3,1,1,yes
30,47388,6,3,0,0,0,0,no
29,53950,11,9,1,2,0,0,yes
29,40303,1,0,0,0,1,0,no
32,48724,9,3,0,0,0,0,no
32,61016,19,10,2,4,1,2,yes
38,72991,21,9,1,3,1,1,yes
38,56076,8,3,0,1,0,0,no
35,55943,1,5,0,0,1,2,no
35,61610,12,8,1,4,0,1,yes
33,53005,8,3,0,2,0,0,no
33,65568,24,10,2,1,1,1,yes
31,57261,16,9,2,1,1,0,yes
31,43987,3,1,0,1,0,1,no
25,48940,21,9,1,1,0,1,yes
25,37050,6,1,0,1,0,0,no
44,78304,24,8,1,3,1,1,yes
44,69516,19,4,0,2,0,0,no
44,74549,8,6,1,3,1,0,no
44,78168,17,9,1,2,2,1,yes
30,58832,19,10,2,2,1,0,yes
30,43608,5,0,0,0,0,0,no
44,74004,11,3,0,0,0,0,no
44,80619,21,8,1,5,2,0,yes
33,62936,18,8,1,2,2,0,yes
33,53182,12,3,0,1,0,2,no
29,42894,7,3,0,1,0,0,no
29,55107,21,9,1,2,1,0,yes
31,57177,18,7,1,3,1,1,yes
31,48329,11,3,0,0,0,0,no
44,77717,14,10,2,2,1,1,yes
44,75363,14,4,0,3,1,1,no
29,57522,16,9,1,0,1,0,yes
29,45043,6,2,0,2,0,0,no
42,80458,18,11,1,1,2,1,yes
42,72546,19,5,0,3,0,0,no
35,63702,12,10,1,2,0,1,yes
35,54747,2,3,0,1,1,0,no
47,80955,12,8,1,3,1,1,yes
47,80956,9,5,0,3,1,0,no
48,80792,14,7,0,3,1,0,no
48,82590,18,7,1,2,1,0,yes
39,72309,24,11,5,3,2,0,yes
39,60270,8,2,0,1,0,0,no
26,49858,16,11,3,3,1,1,yes
26,35263,2,1,0,0,0,0,no
27,40337,8,4,0,0,0,0,no
27,52266,30,10,2,2,1,0,yes
35,60287,17,10,3,3,0,0,yes
35,51811,8,2,0,0,0,0,no
40,71468,15,10,3,3,1,0,yes
40,62880,13,3,0,1,0,0,no
34,53033,8,2,0,0,0,0,no
34,65030,22,9,1,3,1,1,yes
27,50346,19,9,1,3,0,1,yes
27,37107,4,2,0,0,0,0,no
34,64045,20,11,3,3,1,0,yes
34,56405,11,2,0,1,0,0,no
40,74885,25,8,1,1,1,0,yes
40,74979,14,7,2,3,1,0,no
47,75416,8,2,0,2,0,0,no
47,85100,19,11,7,3,2,0,yes
38,62446,10,4,0,0,0,0,no
38,69991,14,9,1,4,1,0,yes
48,76318,5,6,1,1,0,0,no
48,84441,19,9,2,2,3,0,yes
34,64901,11,8,1,4,1,0,yes
34,54273,4,4,0,0,0,1,no
45,71542,7,3,0,0,0,0,no
45,84252,13,10,2,4,1,0,yes
44,85046,13,11,3,4,1,0,yes
44,66163,5,1,0,1,0,0,no
43,71509,14,3,0,0,1,0,no
43,82702,32,10,4,3,1,0,yes
34,56424,11,3,0,2,0,0,no
34,62570,16,8,1,1,0,0,yes
51,91157,17,7,1,1,1,0,no
51,92202,17,9,3,4,1,0,yes
52,93111,23,10,2,3,2,0,yes
52,85592,7,5,0,2,0,1,no
33,65375,20,10,3,2,1,0,yes
33,48657,4,1,0,1,0,0,no
40,61919,5,2,0,0,0,0,no
40,73682,19,9,1,3,2,0,yes
38,55915,3,2,0,0,0,0,no
38,69097,17,10,2,4,1,0,yes
30,54442,15,7,1,2,1,0,yes
30,46693,6,2,0,0,0,0,no
44,77722,13,7,0,0,1,0,no
44,78801,21,10,2,5,0,0,yes
41,70693,18,8,1,3,0,0,no
41,76864,18,10,2,1,2,1,yes
36,55320,8,3,0,2,0,0,no
36,66016,18,9,1,1,1,1,yes
27,53916,14,11,4,2,1,0,yes
27,39008,2,1,0,0,0,0,no
33,66028,25,10,3,4,2,1,yes
33,49121,8,0,0,0,0,0,no
38,60828,11,3,0,0,0,0,no
38,73743,24,11,4,4,2,0,yes
39,71861,27,10,4,4,0,0,yes
39,62804,6,3,0,0,1,0,no
32,48564,3,1,0,1,0,0,no
32,56634,18,7,1,3,1,0,yes
32,57585,13,7,1,3,1,0,yes
32,49595,4,3,0,0,0,0,no
34,66761,14,11,4,3,1,1,yes
34,53166,10,0,0,1,0,0,no
33,62809,16,9,2,4,1,0,yes
33,51538,4,0,0,0,0,0,no
41,68888,12,5,0,3,1,0,no
41,81542,20,11,1,2,1,0,yes
37,68306,24,8,2,4,0,1,yes
37,62122,10,2,0,0,1,0,no
39,66224,16,4,0,1,1,0,no
39,68027,22,7,1,2,0,0,yes
25,43411,13,7,1,1,1,0,yes
25,38352,8,2,0,1,0,0,no
35,56146,11,3,0,1,1,0,no
35,63671,18,8,2,3,1,0,yes
44,72274,16,7,1,0,1,0,yes
44,72669,11,9,1,4,1,0,no
31,44992,4,2,0,0,0,0,no
31,55457,12,10,2,3,1,0,yes
37,66436,18,10,2,1,1,0,yes
37,60053,15,3,0,3,0,0,no
49,87458,18,11,5,4,2,0,yes
49,84044,10,5,0,1,0,0,no
44,88369,21,11,5,2,2,0,yes
44,79341,20,8,3,3,1,0,no
49,87100,18,10,5,2,1,0,no
49,90463,19,8,1,3,2,0,yes
39,68745,12,11,2,2,2,0,yes
39,60247,8,3,0,2,0,0,no
53,90059,11,9,1,2,1,0,yes
53,85656,13,8,0,2,1,0,no
37,72961,27,11,3,1,0,1,yes
37,59797,11,1,0,2,1,0,no
53,95234,26,7,1,1,0,0,yes
53,95827,14,11,3,4,3,0,no
51,89451,17,8,2,4,0,1,yes
51,92071,13,7,0,1,4,0,no
39,68248,13,11,3,4,1,0,yes
39,60369,7,2,0,0,0,0,no
45,79322,16,7,0,0,2,0,no
45,79842,19,8,1,4,0,0,yes
52,94031,34,11,5,2,2,0,yes
52,95898,33,6,0,2,0,0,no
42,70647,9,4,0,2,0,0,no
42,75857,11,8,1,3,1,0,yes
34,54257,7,5,0,2,0,0,no
34,60311,14,9,2,2,1,0,yes
39,62187,6,3,0,1,1,0,no
39,69441,13,9,2,3,1,0,yes
45,86264,19,9,1,3,1,0,yes
45,75874,15,3,0,1,2,0,no
36,68295,19,11,3,4,1,0,yes
36,57521,6,2,0,0,1,0,no
26,39503,6,2,0,0,0,0,no
26,45568,16,6,1,2,0,0,yes
43,77856,26,8,1,3,0,0,yes
43,70936,14,5,0,2,0,0,no
33,47619,8,1,0,1,0,0,no
33,60945,19,9,1,2,1,0,yes
49,85181,19,5,1,1,1,0,no
49,92214,14,10,2,4,2,0,yes
40,60560,5,2,0,2,0,0,no
40,71588,10,11,4,3,2,0,yes
30,55362,12,10,2,2,1,0,yes
30,45716,3,2,0,1,0,0,no
28,40280,3,1,0,1,0,0,no
28,50221,13,10,3,1,0,0,yes
40,73008,20,11,4,4,1,0,yes
40,61129,5,2,0,1,0,0,no
42,73962,12,9,2,4,1,0,yes
42,68740,5,4,0,1,0,0,no
28,42275,8,0,0,0,0,0,no
28,55385,14,10,2,3,1,0,yes
42,81160,21,10,1,2,1,0,yes
42,71231,16,3,0,3,1,0,no
43,79357,17,9,1,2,1,1,yes
43,65951,6,3,0,2,0,0,no
46,83174,10,11,4,3,2,0,yes
46,74642,7,2,0,1,0,0,no
31,59362,13,9,1,4,1,0,yes
31,44647,3,0,0,0,0,0,no
50,95803,20,11,5,4,2,0,yes
50,76608,9,0,0,1,0,0,no
25,34873,5,0,0,0,0,0,no
25,49090,16,11,3,2,1,0,yes
32,60519,20,10,2,4,1,0,yes
32,46229,2,2,0,0,0,0,no
32,49717,9,2,0,0,0,0,no
32,59266,14,11,2,3,1,0,yes
30,58121,24,10,2,2,1,0,yes
30,46420,11,1,0,0,0,1,no
31,57332,23,9,2,1,1,0,yes
31,48945,10,4,0,3,1,0,no
41,68860,24,8,1,2,0,0,yes
41,68191,19,5,0,3,1,0,no
39,79238,27,11,3,4,1,1,yes
39,69245,11,4,0,1,1,0,no
34,63346,15,8,1,2,1,0,yes
34,54021,7,2,0,1,1,0,no
38,61173,12,4,0,2,0,0,no
38,72580,22,8,1,3,1,0,yes
37,62474,13,8,1,3,1,0,yes
37,54771,10,3,0,1,0,0,no
33,64591,18,11,4,3,2,0,yes
33,50807,9,1,0,0,0,0,no
50,92899,22,10,4,4,1,0,yes
50,88766,18,6,1,2,2,0,no
55,93582,12,8,3,1,0,0,no
55,101455,20,10,4,5,4,0,yes
43,74921,11,11,3,4,2,0,yes
43,68952,9,4,0,0,0,0,no
39,78399,18,10,2,4,2,0,yes
39,62835,10,4,0,0,0,0,no
34,53767,10,2,0,0,0,0,no
34,65268,10,11,3,3,1,0,yes
28,48954,11,7,1,3,1,0,yes
28,44762,5,4,0,0,0,0,no
26,49810,21,9,1,2,1,0,yes
26,37477,6,0,0,1,0,0,no
33,49826,9,1,0,1,0,0,no
33,61398,17,9,1,3,1,1,yes
32,61631,20,10,2,2,1,1,yes
32,46699,6,1,0,1,0,0,no
34,53110,2,2,0,0,0,0,no
34,62277,9,11,3,3,1,0,yes
36,55992,8,2,0,2,0,0,no
36,63727,19,7,1,2,1,0,yes
59,98793,17,7,0,2,0,0,no
59,109081,20,10,3,4,5,0,yes
40,75317,22,9,1,2,2,0,yes
40,67891,14,5,0,3,1,0,no
34,65572,16,11,4,2,2,0,yes
34,49955,3,1,0,2,0,0,no
45,74536,7,3,0,3,0,0,no
45,88429,21,11,4,2,3,0,yes
33,59423,13,10,2,2,1,0,yes
33,51154,2,4,0,1,0,0,no
49,89733,18,11,2,3,1,0,yes
49,81470,13,5,1,2,2,0,no
44,70852,13,4,0,0,0,0,no
44,80335,23,10,2,6,2,0,yes
51,86129,14,10,5,3,0,0,no
51,87015,14,10,3,2,2,0,yes
41,75166,25,8,1,3,1,0,yes
41,60327,7,2,0,2,0,0,no
35,56413,6,5,0,2,0,0,no
35,64927,19,10,3,1,1,0,yes
30,53901,17,9,2,3,1,0,yes
30,45029,4,1,0,0,0,0,no
46,86593,22,11,4,5,1,0,yes
46,71577,10,3,0,0,1,0,no
30,45246,5,2,0,0,0,0,no
30,52104,12,8,1,3,1,0,yes
45,79500,18,10,3,2,1,0,yes
45,82620,17,8,4,3,2,0,no
32,60678,16,11,3,1,1,0,yes
32,54538,13,4,0,1,0,0,no
41,75406,19,9,1,1,2,0,yes
41,66397,13,4,0,3,0,0,no
51,93583,7,11,5,3,3,1,yes
51,80377,4,3,0,3,0,0,no
35,52759,3,2,0,1,0,0,no
35,64597,16,9,1,3,1,1,yes
40,70065,18,6,1,2,1,0,no
40,72532,26,10,2,2,1,0,yes
31,59533,21,11,3,3,1,0,yes
31,46395,7,1,0,0,0,0,no
57,97969,22,8,2,2,1,0,no
57,98802,23,9,1,4,2,0,yes
28,54078,20,11,3,2,1,0,yes
28,41618,5,0,0,0,0,0,no
25,47014,16,7,1,1,1,0,yes
25,38224,4,1,0,0,0,0,no
40,68667,4,4,0,1,1,0,no
40,70744,12,9,2,4,0,0,yes
30,42669,2,1,0,1,1,0,no
30,59242,21,11,2,2,0,1,yes
43,82641,18,9,1,4,2,1,yes
43,71335,12,6,0,1,0,0,no
46,77640,22,10,2,2,1,0,yes
46,80759,11,7,1,3,2,0,no
36,70902,25,9,1,3,1,0,yes
36,56196,9,2,0,1,1,0,no
45,86662,27,8,1,3,1,0,yes
45,76051,21,4,0,2,0,0,no
31,61956,33,10,2,3,0,0,yes
31,49582,12,2,0,0,0,0,no
37,62191,16,5,0,3,0,0,no
37,68086,18,10,1,2,2,0,yes
35,61025,14,7,0,2,1,0,no
35,59367,17,5,1,1,0,0,yes
37,56338,6,2,0,0,0,0,no
37,68361,11,11,3,4,2,0,yes
46,77067,19,5,0,1,1,0,no
46,85543,23,11,3,4,2,0,yes
34,58137,7,10,2,3,1,0,yes
